Title,Article Content,,,,,,,,,
Aishwarya Rai Bachchan's complete style evolution," © Evan Agostini Fashion From freshly-crowned Miss World to 17 years of Cannes Film Festival, we chart all the changes in Aishwarya Rai Bachchan’s sartorial journey Often referred to as one of the most beautiful women in the world, Aishwarya Rai Bachchan has long held a prime position under the spotlight since the very inception of her career. She made global news by winning the Miss World title in 1994. Till date, those who grew up in the ’90s will never forget the image of Rai [Bachchan], ecstatic, holding her blue crown. Following which, the actor has over forty Bollywood, international and regional movies under her belt. And the superstar’s 17-year-long association with Cannes Film Festival comes with headline-making sartorial choices every year. Hits, misses, and some iconic looks, we track Aishwarya Rai Bachchan’s memorable fashion moments. Aishwarya Rai Bachchan started off with a few modelling stints but made her big silver screen debut in Iruvar (1997). Through her career she has starred in notable films like Hum Dil De Chuke Sanam (1999), Taal (1999), Mohabbatein (2000), Devdas (2002), Bride & Prejudice (2004), Dhoom 2 (2006), Guru (2007), Jodhaa Akbar (2008), The Pink Panther 2 (2009), Raavan and Guzaarish in 2010. The star took a break from acting only to return to the big screen with films like Sarbjit (2016), Ae Dil Hai Mushkil (2016) and Fanney Khan (2018). It’s no surprise that each time Rai Bachchan steps out, fashion lovers take note of the actor’s choice. No stranger to the international red carpets, the star has been a regular at Cannes favouring slinky cocktail dresses, trailing gowns and saris. For her debut appearance, the actor chose saris in bold colours (cue the 2003 Neeta Lulla number) and then moved on to luxe satin and beaded gowns. In 2007, the newly-wed posed on the red carpet with husband Abhishek Bachchan which made headlines. Over the years, she has supported Indian designers like Sabyasachi and Abu Jani Sandeep Khosla. Her other notable sartorial choices have been looks by designer labels Elie Saab, Gucci, Oscar de la Renta, Armani Privé, Ralph & Russo. Her ice blue, full-skirted number by Michael Cinco seen at Cannes 2017 was one of the most sought-after looks. Back home, she prefers traditional choices of elaborate anarkalis and lehengas for family functions, Diwali parties and award shows. Lately, Rai Bachchan has been colour-coordinating with her daughter Aaradhya—most notably in pink dresses at the latter’s birthday party in two years ago and at this year’s Cannes Film Festival in bright yellow. If you are keeping track of the staples in Rai Bachchan’s wardrobe, you’ll find long Indian jackets over anarkalis, skinny pants + blazer combos at the airport, and bold lehengas for weddings. However, when Rai Bachchan does decide to make a statement, she ensures the world takes note. As her stylist Aastha Sharma spoke in a recent interview, “Aishwarya has her own personality, she has been an icon for years, she is always appropriately dressed so it's very easy for me as a stylist. Back home, she favours Indian designers, on the red carpet, we go all out because she is representing a brand and herself—it's almost a form of art.” Scroll ahead for our gallery of Aishwarya Rai Bachchan’s most memorable looks. Aishwarya Rai Bachchan, 1994 © Getty Aishwarya Rai Bachchan, 2002 © Getty Aishwarya Rai Bachchan in Neeta Lulla, 2003 © Getty Aishwarya Rai Bachchan, 2003 © Getty Aishwarya Rai Bachchan, 2003 © Getty Aishwarya Rai Bachchan in Neeta Lulla, 2004 © Getty Aishwarya Rai Bachchan, 2007 © Getty Aishwarya Rai Bachchan, 2007 © Getty Aishwarya Rai Bachchan, 2007 © Getty Aishwarya Rai Bachchan, 2009 © Getty Aishwarya Rai Bachchan in Roberto Cavalli, 2009 © Getty Aishwarya Rai Bachchan in Elie Saab, 2010 © Getty Aishwarya Rai Bachchan in Sabyasachi, 2010 © Getty Aishwarya Rai Bachchan in Abu Jani Sandeep Khosla, 2012 © Getty Aishwarya Rai Bachchan in Gucci, 2013 © Getty Aishwarya Rai Bachchan in Roberto Cavalli, 2014 © Getty Aishwarya Rai Bachchan in Sabyasachi, 2015 © Getty Aishwarya Rai Bachchan, 2015 © Manav Manglani Aishwarya Rai Bachchan in Elie Saab, 2016 © Getty Aishwarya Rai Bachchan in Rani Kadi, 2016 © Getty Aishwarya Rai Bachchan, 2016 © Viral Bhayani Aishwarya Rai Bachchan, 2016 © Viral Bhayani Aishwarya Rai Bachchan, 2016 © Viral Bhayani Aishwarya Rai Bachchan, 2016 © Viral Bhayani Aishwarya Rai Bachchan, 2016 © Viral Bhayani Aishwarya Rai Bachchan, 2016 © Viral Bhayani Aishwarya Rai Bachchan, 2016 © Viral Bhayani Aishwarya Rai Bachchan, 2016 © Viral Bhayani Aishwarya Rai Bachchan, 2017 © Getty Aishwarya Rai Bachchan, 2017 © Viral Bhayani Aishwarya Rai Bachchan, 2017 © Viral Bhayani Aishwarya Rai Bachchan, 2017 © Viral Bhayani Aishwarya Rai Bachchan, 2017 © Viral Bhayani Aishwarya Rai Bachchan, 2017 © Viral Bhayani Aishwarya Rai Bachchan, 2017 © Viral Bhayani Aishwarya Rai Bachchan, 2017 © Viral Bhayani Aishwarya Rai Bachchan, 2017 © Viral Bhayani Aishwarya Rai Bachchan, 2018 © Getty Aishwarya Rai Bachchan, 2018 © Viral Bhayani Aishwarya Rai Bachchan, 2018 © Viral Bhayani Aishwarya Rai Bachchan, 2018 © Viral Bhayani Aishwarya Rai Bachchan, 2018 © Viral Bhayani Aishwarya Rai Bachchan, 2018 © Viral Bhayani Aishwarya Rai Bachchan in Masaba, 2018 © Viral Bhayani Aishwarya Rai Bachchan, 2018 © Viral Bhayani Aishwarya Rai Bachchan, 2018 © Viral Bhayani Aishwarya Rai Bachchan, 2018 © Viral Bhayani Aishwarya Rai Bachchan, 2019 © Getty Aishwarya Rai Bachchan, 2019 © Getty Aishwarya Rai Bachchan, 2019 © Getty Aishwarya Rai Bachchan in Manish Malhotra, 2019 © Viral Bhayani Aishwarya Rai Bachchan, 2019 © Viral Bhayani Aishwarya Rai Bachchan, 2019 © Viral Bhayani Aishwarya Rai Bachchan in Nedo, 2019 © Instagram/aishwaryaraibachchan_arb Aishwarya Rai Bachchan, 2019 © Viral Bhayani Aishwarya Rai Bachchan, 2019 © Instagram/aishwaryaraibachchan_arb What's New Fashion Culture & Living © 2019 Condé Nast",,,,,,,,,
11 times celebrities proved that ruffled saris are this season's favourite wedding outfit," © Instagram.com/mira.kapoor Fashion From Deepika Padukone and to Katrina Kaif to Kriti Sanon, everyone is crushing on this style of six yard drape. What about you? Timeless saris to hold a special place in every woman's Indian ethnic wardrobe, and are often one of the first sartorial picks for any occasion. But take a peek into the closets of India's best dressed women, and you'll notice that there's a new, playful avatar of the six yard drape that seems to quickly be gaining in popularity. Fuss-free and modern, the ruffled sari ensures maximum impact with minimum effort. Don't go thinking that ruffled saris all come in the same silhouette. While some feature OTT details on just the pallu, others add a touch of ruffle along their entire hemline, and then there are those which come with theatrical ruffled blouses too. Here's a look at how some of your favourite stars are wearing this fun festive look. Still on the fence about working prints for a festive occasion? Allow Alia Bhatt and Kriti Sanon to inspire you to take the plunge. While the former wore a printed green Sabyasachi sari with a ruffled border for the designer’s 20-year celebration, the latter promoted Arjun Patiala in a floral red drape by Arpita Mehta that featured a playful ruffled border, a signature of the designer’s aesthetic. Those looking to create a statement with bold hues can turn to Deepika Padukone and Sonakshi Sinha for ideas. Earlier this year, Padukone was seen embracing a bold acid yellow hue with a ruffled sari that she teamed with a pussy bow blouse, whereas Sinha went all out with a red drape. Mira Rajput Kapoor has been quick to give this trend a test run. For Anil Kapoor’s Diwali party, she topped trending charts in her pastel blue Jade By Monica and Karishma ruffled sari, which she draped over a bejewelled blouse. Just weeks later, the mom-of-two attended Arjun Kothari's pre-wedding celebration at the Ambani residence in another sari look that championed romantic ruffles. This time around, Rajput Kapoor chose a dusky rose Manish Malhotra sari with tiny ruffles along its border, and paired it with a halter blouse doused in large tissue ruffles. Mira Rajput Kapoor Given that the coming months are only going to get chillier, Katrina Kaif's ruffled sari is one you must check out. The actor topped her ivory Anamika Khanna sari at Thugs of Hindostan promotions with a full-length, sleeveless, sequinned jacket. And then there was Shilpa Shetty Kundra, who's never shied away from trying not-so-basic versions of the humble sari. While the star has stepped out in ruffled saris on more than just a few occasions, her sheer, sculpted Amit Aggarwal deserves a special mention for its unconventional cut. Worn with a halter blouse, this pre-stitched number replaced traditional pleats with cascading ruffles instead, to create a party-ready hybrid that's bound to stand out in a crowd. Need more inspiration for the wedding season? Here are some of our favourite ruffled saris of late. Katrina Kaif © Viral Bhayani Shweta Bachchan Nanda © Viral Bhayani 11 contemporary saris for when your want to give your Benarasi collection a break The best saris seen on the runways at India Couture Week 2019 13 contemporary summer saris every millennial needs to bookmark Fashion Fashion Fashion © 2019 Condé Nast",,,,,,,,,
5 Nigerian designers you need to know now," © Manny Jefferson Fashion A dancer who puts movement at the centre of his design practice; a former pharmacist making contemporary clothes from traditional textiles; and a passionate advocate for the environment – Vogue meets five talents showcasing their latest work at GT Bank Fashion Weekend in Lagos Starting in October through the holiday season, the Nigerian megacity of Lagos is home to a succession of cultural happenings, from West Africa’s largest art fair, Art X, to international festivals devoted to poetry, literature, music and fashion – most recently GT Bank Fashion Weekend (9 and 10 November). Now in its fourth iteration, this free public event sees Lagosians engage with industry leaders and designers from across Africa and around the world through fashion shows, a curated market place and a series of masterclasses. Speakers this year included fashion and buying director at Matchesfashion.com, Natalie Kingham, designer Roksanda Ilinčić, Sir John – the makeup artist behind some of Beyoncé’s most memorable looks, and top model Adesuwa Aighewi. Showcasing their latest collections on the runway, meanwhile, were New York-based collective Three As Four, recently launched South African brand Viviers, Ghanaian Studio 189, Imane Ayissi of Cameroon and Nigeria’s own Ituen Basi. Taking time out from the packed GT Bank Fashion Weekend schedule, we met with five Lagos-based designers to discuss some of their most exciting works. © Manny Jefferson © Manny Jefferson The designs of Tzar Studios – the brand Ian Audifferen started in 2013, a year after graduating with a degree in microbiology from the University of Lagos – really have to be seen up close to be fully appreciated. “I think fabric is the most important element of design,” says the 29 year old. “I’ve started playing more with pattern and texture to give my clothes added depth and introduce an element of fun.” What started as a line of shirts has quickly evolved into ready-to-wear for both men and women. For his AW19 collection, Audifferen reinterpreted traditional modes of dress from Yoruba culture in a silk rayon blend; shortening the iro (a wrap skirt) and fastening the buba (a loose fitting blouse) at the neck with a giant safety pin, some also have a tulle yoke or pocket for “added depth”. His “half-half” shirts, meanwhile, are cut from two contrasting ankara fabrics. © Manny Jefferson © Manny Jefferson Mfon Ogbonna’s three-year-old brand, Idma-Nof, is something of a second act for the 40-year-old designer. After working as a pharmacist for a few years, she decided to realise the garments she had been sketching on medical journals, and hung up her white coat to retrain in fashion design. She studied in the US, Paris and London, where she took a course in womenswear and print at Central Saint Martins. “These different experiences have very much formed the person and designer I am today,” she says. “The precision and structure from my career as a pharmacist definitely feed into my work, but at the same time I’m a bit of a wild child.” If there’s a look that encapsulates that sentiment, it’s a neatly tailored coat and trousers from Ogbonna’s AW19 collection, cut from a densely patterned, woven jacquard – fringe bursting from the seams. For SS20, the designer is focusing her gaze on locally produced textiles, such as asa oke, silk printed with her own designs, which are inspired by photographs of Nigerian masquerades by Phyllis Galembo. © Manny Jefferson © Manny Jefferson In 2012, five years after establishing her womenswear label NKWO, Nkwo Onwuka decided to rebrand with a focus on sustainability and artisanal textiles. Her SS20 collection, Be Us Be Them, is so called because: “Humans are destroying the environment. I think we have to go back to where our ancestors are from, look at how they lived in harmony with nature and learn some lessons from them.” With every design, Onwuka minimises waste wherever possible. Think jackets made from upcycled denim jeans; off-cut asa oke threads, woven into a fringe trim and inserted along shirt plackets; ruched strips of Nigerian cotton, dyed with natural indigo and arranged on a dress in formations that pay homage to the body paint worn by the Koro people of Ethiopia’s Omo Valley (“a tribe that continue to live in harmony with nature”); and tiles of white fabric embroidered onto a net tunic – a monochromatic mosaic intended to resemble solar panels. “In Africa we really need to harness the power of the sun to its full capacity to make cleaner energy,” Onwuka adds. “We aren’t doing that right now.” © Manny Jefferson It’s almost 15 years since Lanre da Silva Ajayi founded her eponymous brand, making her a pioneer of Nigeria’s fashion industry along with the likes of Tiffany Amber and Lisa Folawiyo. So what’s changed in that time? “Nigerians are embracing clothes by Nigerian designers more than ever before,” she explains. “Previously we would have looked to European and American designers if we wanted to go to a wedding or special event.” Occasionwear and made-to-measure remain the dominant market in Nigeria; and da Silva Ajayi’s unapologetically decadent style satisfies both those demands. Her The Modern Day Antoinette (SS20) show was no exception, with an abundance of gowns in shocking pink silk, gold lame and yellow tulle – a two-piece suit and mini dress with voluminous cape sleeves cut from olive green organza made a particularly strong statement. “I want to make clothes that empower and flatter women,” says da Silva Ajayi. “The idea that a woman can put on a dress and feel completely transformed is not something I take for granted – Marie Antoinette really took it to the next level and so this season I wanted to create a contemporary interpretation of her style.” © Manny Jefferson Self taught designer Paolo Sisiano has an innate sense of movement when it comes to cutting and draping fabric. Before creating his brand Sisiano in 2013, he studied contemporary dance with Lagos-based troupe ‘Spirit of David’. “I would make my own costumes to dance in,” he remembers. “The transition into fashion was seamless. I want my clothes to be dreamy and romantic, so when you wear them you feel like you are escaping reality to live a fantasy.” Sisiano’s SS20 collection is made entirely from hand-dyed cotton in earthy and pastel tones, with a marble effect that creates the illusion of fabric cascading from the body. However, his ethereal aesthetic is bolstered with an ambitious business plan – on 15 December he will move studios, from the historical area of Yaba to the burgeoning commercial centre of Lekki, where he also plans to open a store. Why African design talent is the real winner of the LVMH Prize 2019 Naomi Campbell: “Models of colour are not a trend, we are here to stay” Fashion Beauty What's New © 2019 Condé Nast",,,,,,,,,
Jennifer Lopez closes out an epic year as the new face of Coach," © 2019 Benjamin Rosser/BFA, Courtesy of Coach Fashion The actor and singer has just been announced as the new face of the brand If there is anyone currently proving that life only gets better with age, it’s Jennifer Lopez. Not only has this year marked something of a career renaissance for the actor and popstar thanks to her part in Hustlers, but she also closed Versace’s spring/summer 2020 presentation in the plunging jungle-print dress that became legendary when she wore it to the 2000 Grammy Awards. Now, the multi-award winning singer has been named as the global face of Coach. So far, we’ve been given a taste of her spring/summer 2020 campaign with a single shot of her wearing a belted trench, silk scarf and chain-strap leather bag. “I’m so excited for this collaboration with Coach,” J-Lo said in a statement. “It is a timeless brand that I’ve always been a fan of and the upcoming collection really speaks to my personal style – an uptown downtown mix.” The appointment marks a new direction for the New York-based brand. Over the years, the label has worked with celebrities including Selena Gomez, Michael B Jordan, and Ariana Grande’s dog for its campaigns. Earlier this year, Coach named Yara Shahidi among its famous fans, as the Grown-ish star was chosen to feature in the brand's autumn/winter 2019 promotional imagery. Of course, Lopez has shared her excitement on Instagram, writing: “Thank you, Coach! Exciting things coming soon!” This article previously appeared on Vogue.co.uk Fashion Fashion Beauty © 2019 Condé Nast",,,,,,,,,
Lust List: 5 diamond necklaces that need to be a part of your jewellery collection," Fashion If you're looking for jewellery pieces that will last you a lifetime, take inspiration from Vogue's favourites Unlike festive wardrobes, one doesn't update their jewellery box every season. While there are rubies, emerald and sapphires to take risks with, diamonds are forever. It's safe to say that white diamonds can take you from summer to winter, festive occasion to holiday parties, effortlessly. A charming addition to your collection that can be passed down for generations to come, a  contemporary, sparkling necklace makes an unmissable statement each time you take it out. Multi-layered pieces are currently having a big fashion moment. If you wish to try the trend, style your sari with a statement blouse and a stunning mutil-layered diamond necklace by Goenka Jewels or you can event opt for the double layered diamonds set in white gold necklace by Narayan Jewellers. In search for something more detailed? Forevermark's diamonds set in white and rose gold necklace by PMJ Jewels Hyderabad is the one for you. Meanwhile, those looking for something timeless can bank upon Zoya's diamonds set in white gold necklace. It will not only go well with a light lehenga, but you can also pair it with a cocktail gown. Go through the slideshow and take your pick from our edit of the diamond necklaces that need to be a part of your jewellery collection. Diamond necklace, Goenka Jewels Forevermark diamonds set in white gold necklace, Narayan Jewellers Diamond choker, Jaipur Gems Forevermark diamonds set in white and rose gold necklace, PMJ Jewels Hyderabad Diamonds set in white gold necklace, Zoya Fashion Fashion Fashion © 2019 Condé Nast",,,,,,,,,
Ekaya is now in Mumbai: Here's everything we know," Fashion Vogue gets in conversation with the CEO, Palak Shah about Ekaya’s arrival in the city Walk into an Ekaya Benaras store and you're instantly mesmerised by the sheer brilliance of colour on offer and an inimitable sense of culture and heritage. With three such boutiques in the country—Delhi, Ahmedabad, Hyderabad, an expansive e-commerce platform and sub-brand Ekaya Thaan, CEO and co-founder Palak Shah is still looking forward to more. Right now, she’s most excited about bringing her textile brand to Mumbai, a project that has been in the making for a while she tells Vogue. The enormous space will house signature collections and classics, including suits, ready-to-wear ensembles, bridal saris, bridal lehengas and pieces from our collaborations. There’s also a custom-made textile origami installation on display, and a section dedicated to gifting.  Ahead of the opening on November 21, we get into the details of the Shah’s latest project and find out everything about the new store. Kala Ghoda’s historical and cultural landscape is a natural home for us, for Ekaya represents some truly iconic, ever-evolving chapters in the narrative of one of the world’s oldest living cities. We want our consumers in Mumbai to cherish their Ekaya pieces forever. It’s natural for heirloom textiles to be of sentimental value, especially in the context of the wedding and festive season but we would love for people to form their own personal connection with our story.  There was an inimitable splendour to textile art and craft in by-gone times, when they were placed on the high pedestal they deserve, not just on occasion, but everyday. We have tried to bring that back to life, with inventiveness and a ‘tactile’ approach to suit the modern context, but also with due respect for the delicacy of every piece. Signature collections and classics will be displayed all through the 3,000 sq. ft. premises, including suits, ready-to-wear ensembles, bridal saris, bridal lehengas and pieces from our collaborations with various design houses. A tissue silk chandelier by origami artist Ankon Mitra is reminiscent of a swirling lehenga. It conveys the message that handloom luxury is full of life and profound, but with also a touch of easy elegance and playfulness. There is a section specifically dedicated to gifting because we understand how personal an activity this can be; and that it requires time, emotional energy, as well as the space and freedom to make the perfect decision.  Yes, certainly. Thaan is my special labour of love, it represents the heart and soul of the brand. Right now it’s like a small shop-in-shop and it will progressively grow and develop in the future.  All the lehengas! There’s a particular Rangkat one that’s my absolute favourite—it maintains the depth and intrigue of its traditional essence; at the same time there’s something invigorating about the vibrant pink and purple silk. Scroll ahead for a glimpse inside the store. Ekaya Banaras, Ador House, First floor, 6-K Dubash Marg, Kala Ghoda, Mumbai. This Indian textile store and design studio houses up to 1,000 handwoven fabrics Here’s how India’s rich textiles were used to create French wedding gowns The millennial’s guide to understanding handloom What's New Fashion Culture & Living © 2019 Condé Nast",,,,,,,,,
Block your dates for the Vogue Trunk Show in Pune," © Errikos Andreou Fashion From carefully curated festive wear and heirloom-worthy jewels and wedding experts, the Vogue Trunk Show in Pune promises every ingredient to host a fairy tale wedding or a celebration Once you've locked your wedding dates and venue, the next step is figuring out the outfits and jewellery for your special day. Whether you have an exact vision when it comes to your bridal dress or rather have the experts help you with their on-the-front-lines perspective, putting together that ‘Gram-worthy trousseau can be a daunting task. From store-hopping to the sea of available options, the entire wedding shopping experience can be overwhelming even for the most seasoned shoppers. But it does not have to be. To give you a leg up on your search, Vogue India presents the Vogue Trunk Show in Pune. Slated for Friday and Saturday, 22-23 November, 2019, Vogue India will host the first Pune edition of this luxury wedding and festive exhibition at The Ritz-Carlton, Pune hotel. Located in Yerawada’s business district, this newly launched five-star property boasts of 198 well-appointed rooms and 35 suites, an array of eateries and every luxury amenity for guests to enjoy. The two-day event will gather some of the most renowned experts from the Indian wedding circuit under one roof. Whether you’re looking for a lighter-than-air lehenga for your BFF’s destination wedding or desire heirloom-worthy jewellery for your special day, the Vogue Trunk Show is poised to be a one-stop-shop for not just brides- and grooms-to-be, but wedding hoppers too. For the Pune Vogue Trunk Show, we have handpicked noted designers including Shantanu & Nikhil, Shyamal & Bhumika, and Jade by Monica and Karishma who will be couturiers showcasing their latest collections at the show. If you favour saris versus lehengas, the edits by Shakun Sarees and Anshikaa Jain are sure to catch your attention. Or look forward to getting your hands on gorgeous shawls from Ahujasons. For all your jewellery needs, pick from traditional and contemporary collections by Anjali Bhimrajika X Mehta & Sons, Moksh - Fine Unseen Jewels, Goenka India and Raj Mahtani Couture Jewels. Kapoor Watch Co. will present a range of beautiful watches for men and women along with gifting options by some of the finest watchmakers from around the world. For those who want to raise the bar of their special occasions, turn to the experts at Diageo at the Vogue Trunk Show in Pune. Best known for their bespoke solutions, the brand has championed the art of creating a buzz at celebratory events. Vogue Trunk Show 2019: Everything you missed from Day 1 All the guests spotted at the Vogue Trunk Show in Kolkata What's New Fashion Culture & Living © 2019 Condé Nast",,,,,,,,,
13 times Priyanka Chopra and Sabyasachi proved to be a match made in heaven," © APH Images Fashion From picking a custom-made Sabyasachi lehenga for her wedding to stepping out in styles from his latest collections, scroll down to check out the best of Priyanka Chopra in Sabyasachi When Priyanka Chopra walked down the stairs of the Umaid Bhawan Palace in a deep red Sabyasachi wedding lehenga, it was a moment in time. The coming together of such powerful forces, leaders in their own right, created an impact unlike any other. Ever since then, the duo have been inseparable. Those who followed her larger-than-life wedding celebrations know that the star literally broke the internet with her wardrobe choices. Her bridal trousseau was a line-up of perfectly curated traditional six yards and lehengas that were nothing short of spectacular. Priyanka Chopra's custom-made wedding lehenga took 110 embroiderers from Kolkata a total of 3,720 hours to create the hand-cut organza flowers, French knots in silk floss and layers of thread work that embellished the ensemble. And for her New Delhi reception, she stunned everyone in a regal floral Benarasi lehenga set, embellished with Sabyasachi’s signature borders and a snug corset blouse that was tucked into the lehenga to create the lengthening illusion of a floor-length anarkali gown. Chopra may love her smart pantsuits and slinky dresses, but when it comes to ethnic wear, the star never misses a chance to step out in a Sabyasachi. No matter the occasion, Chopra has proven that Sabyasachi’s six yard drapes are her go-to's. For starters, she chose an embroidered green floral sari for one of her first public appearances post her wedding, and also went with not one, but two Sabyasachi saris while promoting her film The Sky Is Pink: a printed floral number and an ivory and red polka-dotted drape. While his ornate saris and lehengas hold a special spot in her wardrobe, Chopra has also been seen experimenting with Sabyasachi silhouettes recently, picking pieces that are very different from his signature work. Case in point: the sheer polka dotted maxi dress + a matching cape from Sabyasachi Mukherjee’s 20th anniversary show, Kashgaar Bazaar, she picked for a casual night out with Nick Jonas.  And to top it all, of course, was Priyanka Chopra's Vogue India September 2019 cover, which saw the actor walking the streets of NYC in one statement-making Sabyasachi look after another. Want to take some style cues from this power pairing? Browse through our gallery of Priyanka Chopra's coolest Sabyasachi moments so far. © Instagram.com © Instagram/stylebyami © APH Images © Viral Bhayani 16 times Priyanka Chopra showed us how to ace Indian ethnic wear Why you need to pay attention to Priyanka Chopra’s shoe wardrobe From Gucci to Chanel: Take a look at Priyanka Chopra’s envy-inducing bag collection Fashion Weddings Fashion © 2019 Condé Nast",,,,,,,,,
Meet the ‘doctors of fashion’: a rare glimpse inside the Met’s Costume Institute laboratory," © Shaniqwa Jarvis Fashion The annual Met Gala is the most glamorous event in the fashion calendar. But all year round at the Metropolitan Museum of Art’s Costume Institute in New York, a team of experts diligently conserve its collection of 33,000 fashion items, some dating back to the 15th century. Towering headpieces. Flocks of feathers. Walking hamburgers. The Costume Institute at New York’s Metropolitan Museum of Art is a visual feast that never disappoints. But behind the scenes, the Costume Institute’s work is significantly more serious. Tucked below street level is a well-lit, climate-controlled, state-of-the-art conservation laboratory. There, a highly skilled team of specialists diligently toil to preserve some of the world’s most fascinating works of art, which just happen to be clothing. Sarah Scaturro, head conservator at the Costume Institute, is energetic and friendly. She towers in her red-suede Salvatore Ferragamo platform sandals, and is the first to relieve laboratory visitors of their ballpoint pens in favour of less-threatening pencils. It’s a relief, actually; who wants to be guilty of disfiguring an Edwardian wedding gown or a Renaissance tunic? © Shaniqwa Jarvis Scaturro’s first responsibility is safety, after all. A lifelong seamstress, she found her way into conservation while studying pattern drafting and tailoring at New York’s Fashion Institute of Technology. With a background in history and an ease with the necessary chemistry, Scaturro found a conservation programme to be a natural fit. She relishes the challenges of a field that achieves the impossible: the preservation of objects that were, for the most part, never meant to last. Alongside her co-workers, Scaturro cares for a collection of 33,000 objects dating from the 15th century to the present day. The team assesses, repairs, preserves and prepares this massive catalogue for exhibition, but its work is far more complicated than a day at the dry cleaners. History, ethics, philosophy and science all influence a conservator’s decision making — it can be surprisingly complex. “By investigating fashion, we can learn a lot about the human condition,” Scaturro notes. Her influence on these objects, so laden with stories, begins with a conservator’s code to “do no harm”. Repairs may be made, of course, but each is undertaken with the original designer’s intentions in mind. © Shaniqwa Jarvis Like therapists, conservators are allies. And Scaturro is the first to admit they aren’t afraid to anthropomorphise. Ballgowns and breeches can have good days and bad, so the conservation team “empowers [each] object to be its best self”. As the Costume Institute prepares for its forthcoming exhibition, In Pursuit of Fashion: The Sandy Schreier Collection, the laboratory’s ‘patients’ lie obediently still. The show will reveal highlights from the collection of Schreier, a fashion historian and collector whose childhood passion for beautiful clothes and silver-screen Hollywood glamour grew into an unparalleled treasure trove of significant clothing. From early-Edwardian gowns to mid-century day ensembles, Schreier’s knockouts (165 promised gifts to the museum) comprise a gorgeous group of fashion’s very best ideas, while broadening the definition of ‘collector’ beyond paintings and sculptures. With this exhibition, the Met further establishes itself as a champion of fashion as fine art. © Shaniqwa Jarvis The lab is abuzz with quiet diligence as garments for the Schreier show and pieces in the permanent collection are conserved to the highest standards. There is no one-size-fits-all approach — as Scaturro says of her conservation assessments, “The only right answer is, ‘It depends!’” — so each receives a tailored treatment. Painstaking stitches are applied with a hair’s-width silk thread; there, sequins are individually flipped back into position. And, like the names on the gala guest list, each ‘patient’ is more fascinating than the last. © Shaniqwa Jarvis Once an eyelash-batting ingénue, now more delicate than ever, this cream-coloured silk gown — promised gift of Schreier — was designed by Callot Soeurs, an early 20th-century French house famed for its lacework and quintessentially feminine aesthetic. Conservator Melina Plottu applied “laid and couched stitching” to a small tear near the hem with surgical needles, a meticulous process that required an hour per inch. At the same time, a row of ornamentation down the front of the dress was manipulated back into shape under glass blocks after receiving a light mist of precisely targeted cool ultrasonic vapour. © Shaniqwa Jarvis This mysterious garment’s imposing and questionable history is a reminder that fashion can leave us with a haunting sense of lived experience long after the wearer is gone. Valuable even at the time it was created, this velvet jerkin has likely been reworked — as Scaturro notes, “Very few things come into our collection 100 per cent unaltered.” Atypically, it does not open at the front. This, combined with its relatively small size, may mean it was worn by a woman. In preparation for an exhibition in another department at the museum, conservator Elizabeth Shaeffer uncovered more of the jerkin’s story, beginning with a microscopic analysis of its cut velvet pattern. By distinguishing between worn patches and places where the velvet was intentionally “voided”, or flat, Schaefer has rediscovered the fabric’s original pattern. With each layer of new information, the stately piece reveals its story. © Shaniqwa Jarvis This group of bold, Pop Art-style toppers look like extras from Austin Powers and an MC Hammer video, respectively. Despite their relative youth, they are some of the most vulnerable ‘patients’ under Scaturro’s care, and she is crafting a new set of protocols to preserve them. Since the mid-20th century, designers have been drawn to shiny, fake-leather materials such as Polyvinyl Chloride (PVC) and Thermoplastic Polyurethane (TPU). While these fabrics are nearly indistinguishable, they require distinct storage environments to survive. Stored at the wrong temperature or humidity level, they can crack, stick, flake and fade. With no way to distinguish PVC from TPU by sight, the museum’s scientists use a complex technological assessment called Fourier-Transform Infrared (FTIR) spectroscopy, which sends waves of energy to the surface of the object and maps the resulting spectra for comparison to reference samples. In the meantime, each component is loosely enveloped in silicone-coated paper for protection. “Nothing sticks to this,” says Scaturro. Within these billowing white paper sleeves, the Mugler jacket’s “inherent vice”, or self-destructive properties, are curbed. If only it were so easy for humans. © Shaniqwa Jarvis Matchy-matchy, mid-century propriety is taken to the limit in this bold print Christian Dior ensemble worn by American socialite Elizabeth Firestone and is a promised gift of Schreier. Dior’s atelier graciously accommodated his client’s passion for prints, crafting entire ensembles in the fabric of her choosing. In this case, it’s a brushy floral in blue and white, and includes a demure hat and petite pumps. Firestone’s lavish wardrobe was meticulously kept and then preserved by Schreier, and the ensemble is in exquisite condition aside from discoloration due to ageing glue in the shoes. Fortunately, there are back-ups: Firestone always ordered six identical pairs for each outfit, to allow for the toe scuffs that resulted from her husband’s notoriously clumsy dancing. © Shaniqwa Jarvis © Shaniqwa Jarvis 7 ways Yves Saint Laurent changed the fashion world Maria Grazia Chiuri shares the botanical inspiration behind her Dior SS20 collection Met Gala 2020: Everything you need to know What's New Fashion Culture & Living © 2019 Condé Nast",,,,,,,,,
